"X,Y,fid,id,left,top,right,bottom,row_index,col_index,lon,lat"
"99.0714360192406,18.7558779536839,139,203,507429.5313,2073917.75,507629.5313,2073717.75,16,6,99.0714360192406,18.7558779536839"
"99.0714352586,18.7540703703617,140,204,507429.5313,2073717.75,507629.5313,2073517.75,17,6,99.0714352586,18.7540703703617"
"99.0714344980462,18.7522627866906,141,205,507429.5313,2073517.75,507629.5313,2073317.75,18,6,99.0714344980462,18.7522627866906"
"99.0714337375793,18.7504552026705,142,206,507429.5313,2073317.75,507629.5313,2073117.75,19,6,99.0714337375793,18.7504552026705"
"99.0714329771993,18.7486476183016,143,207,507429.5313,2073117.75,507629.5313,2072917.75,20,6,99.0714329771993,18.7486476183016"
"99.0714322169061,18.7468400335838,144,208,507429.5313,2072917.75,507629.5313,2072717.75,21,6,99.0714322169061,18.7468400335838"
"99.0714314566998,18.7450324485172,145,209,507429.5313,2072717.75,507629.5313,2072517.75,22,6,99.0714314566998,18.7450324485172"
"99.0714306965803,18.7432248631018,146,210,507429.5313,2072517.75,507629.5313,2072317.75,23,6,99.0714306965803,18.7432248631018"
"99.0714299365477,18.7414172773377,147,211,507429.5313,2072317.75,507629.5313,2072117.75,24,6,99.0714299365477,18.7414172773377"
"99.0714291766019,18.7396096912248,148,212,507429.5313,2072117.75,507629.5313,2071917.75,25,6,99.0714291766019,18.7396096912248"
"99.0714284167429,18.7378021047633,149,213,507429.5313,2071917.75,507629.5313,2071717.75,26,6,99.0714284167429,18.7378021047633"
"99.0714276569708,18.735994517953,150,214,507429.5313,2071717.75,507629.5313,2071517.75,27,6,99.0714276569708,18.735994517953"
"99.0714527288741,18.7342130095548,151,215,507429.5313,2071517.75,507629.5313,2071317.75,28,6,99.0714527288741,18.7342130095548"
"99.0719291809203,18.732963128699,152,216,507429.5313,2071317.75,507629.5313,2071117.75,29,6,99.0719291809203,18.732963128699"
"99.074125892558,18.7822157359295,153,219,507629.5313,2076917.75,507829.5313,2076717.75,1,7,99.074125892558,18.7822157359295"
"99.0734789637083,18.781031255969,154,220,507629.5313,2076717.75,507829.5313,2076517.75,2,7,99.0734789637083,18.781031255969"
"99.0733436663426,18.779375769854,155,221,507629.5313,2076517.75,507829.5313,2076317.75,3,7,99.0733436663426,18.779375769854"
"99.0733428843381,18.7775681911465,156,222,507629.5313,2076317.75,507829.5313,2076117.75,4,7,99.0733428843381,18.7775681911465"
"99.0733421024229,18.7757606120896,157,223,507629.5313,2076117.75,507829.5313,2075917.75,5,7,99.0733421024229,18.7757606120896"
